#query	kegg_gene_id	KO_id	NAME	ENTRY	DEFINITION	PATHWAY_ID	PATHWAY_DESC	MODULE_ID	MODULE_DESC
gene_id_9130301	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6089437	ava:Ava_0105	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_3916849	mhas:MHAS_02373	NULL	NULL	NULL	ssuD_2; Alkanesulfonate monooxygenase	NULL	NULL	NULL	NULL
gene_id_6534662	rhz:RHPLAN_08730	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_4677569	hmc:HYPMC_3544	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_4220078	zal:AZF00_03830	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7894292	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_77428	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_8626299	gom:D7316_04371	NULL	NULL	NULL	ntaA_3; Nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_5494188	sti:Sthe_0267	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_3954283	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_1766478	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3121329	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_7924892	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_5065720	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6420186	tol:TOL_2658	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_1562882	mts:MTES_2311	NULL	NULL	NULL	coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase	NULL	NULL	NULL	NULL
gene_id_2948285	plk:CIK06_01155	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_5942588	rrs:RoseRS_2780	NULL	NULL	NULL	luciferase family protein	NULL	NULL	NULL	NULL
gene_id_427393	cap:CLDAP_37650	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2749233	zal:AZF00_03830	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_3680430	gbi:PG2T_11350	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_8330844	bot:CIT37_17300	NULL	NULL	NULL	FMN-dependent monooxygenase	NULL	NULL	NULL	NULL
gene_id_1588646	rbm:TEF_02495	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_6243294	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_1828483	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_651871	aym:YM304_13810	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9287564	osg:BST96_16065	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_1864057	htq:FRZ44_02470	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A	NULL	NULL	NULL	NULL
gene_id_3666650	yan:AYJ57_23945	NULL	NULL	NULL	FMNH2-dependent monooxygenase	NULL	NULL	NULL	NULL
gene_id_6472047	kak:Kalk_12730	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_6139202	tro:trd_1574	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_3180055	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_8985093	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_1561071	sti:Sthe_3115	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_7934028	npu:Npun_F1746	NULL	NULL	NULL	monooxygenase-like protein	NULL	NULL	NULL	NULL
gene_id_7355684	cap:CLDAP_37650	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4708487	rbm:TEF_04080	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_4927541	tbh:Tbon_11700	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3958764	tol:TOL_2658	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5301428	sti:Sthe_3115	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_9018487	rhz:RHPLAN_08240	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_2527111	cman:A9D14_14825	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_709005	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3430492	rbm:TEF_02495	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_8995793	cyq:Q91_0996	NULL	NULL	NULL	Coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductase-like protein	NULL	NULL	NULL	NULL
gene_id_2900988	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_3624660	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_4924014	coz:A3Q34_18150	NULL	NULL	NULL	5,10-methylene tetrahydromethanopterin reductase	NULL	NULL	NULL	NULL
gene_id_1528441	rhz:RHPLAN_23770	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_3576367	hmc:HYPMC_3544	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_5437386	src:M271_00560	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_9411177	bja:bll3313	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_3707022	rdi:CMV14_07535	NULL	NULL	NULL	FMN-dependent monooxygenase	NULL	NULL	NULL	NULL
gene_id_1374147	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6509281	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_1959597	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_1223078	rhz:RHPLAN_45990	NULL	NULL	NULL	flavin-dependent alkanal monooxygenase	NULL	NULL	NULL	NULL
gene_id_155389	npp:PP1Y_AT28907	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_198595	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6687539	cai:Caci_2183	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_7680806	hag:BB497_02415	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_1920896	psin:CAK95_16920	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3356909	mpq:ABA45_17515	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_5798167	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6581382	bxe:Bxe_B2817	NULL	NULL	NULL	Putative luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_6247575	psin:CAK95_16920	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_536815	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_193234	brc:BCCGELA001_07245	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_5732862	erz:ER308_13725	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6141632	rhz:RHPLAN_23770	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_3585533	sok:D0B54_21340	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1120771	paut:Pdca_01200	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_9024721	thj:104825477	NULL	NULL	NULL	isoflavone 2'-hydroxylase-like isoform X1	NULL	NULL	NULL	NULL
gene_id_5190934	barc:AOA65_1738	NULL	NULL	NULL	mer_3; 5,10-methylenetetrahydromethanopterin reductase	NULL	NULL	NULL	NULL
gene_id_3253919	osg:BST96_16065	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_4554230	psin:CAK95_16920	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_1769115	rbm:TEF_04075	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_5723770	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_2080659	lmoi:VV02_07430	NULL	NULL	NULL	luciferase	NULL	NULL	NULL	NULL
gene_id_5699172	ntd:EGO55_03565	NULL	NULL	NULL	TIGR03619 family F420-dependent LLM class oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3943856	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_5635026	rbu:PG1C_04370	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7446880	orz:FNH13_14515	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_8561310	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_1358650	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_7168892	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_5769426	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_964388	fre:Franean1_6911	NULL	NULL	NULL	luciferase family protein	NULL	NULL	NULL	NULL
gene_id_336995	ntd:EGO55_06245	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_1665448	rbm:TEF_19605	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_4857603	cyq:Q91_2049	NULL	NULL	NULL	Xylene monooxygenase subunit 1	NULL	NULL	NULL	NULL
gene_id_2739250	mphl:MPHLCCUG_04707	NULL	NULL	NULL	rutA_7; Pyrimidine monooxygenase RutA	NULL	NULL	NULL	NULL
gene_id_5412978	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_30498	cyq:Q91_0996	NULL	NULL	NULL	Coenzyme F420-dependent N5 N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductase-like protein	NULL	NULL	NULL	NULL
gene_id_5076988	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_6072939	ack:C380_10260	NULL	NULL	NULL	xenobiotic (desulfurization)monooxygenase subunit A, NtaA/SnaA/SoxA/DszA family protein	NULL	NULL	NULL	NULL
gene_id_208429	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_7655908	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_3062765	mkn:MKAN_21255	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_8264902	amyy:YIM_26895	NULL	NULL	NULL	Phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase	NULL	NULL	NULL	NULL
gene_id_26890	rhz:RHPLAN_61710	NULL	NULL	NULL	flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_5652673	slx:SLAV_02275	NULL	NULL	NULL	rutA1; Pyrimidine monooxygenase RutA	NULL	NULL	NULL	NULL
gene_id_2845265	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_264640	rhz:RHPLAN_64500	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_1675172	plk:CIK06_17785	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7753512	kfl:Kfla_0721	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_1983625	kbs:EPA93_05935	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_5739082	rga:RGR602_PC02393	NULL	NULL	NULL	ntaA-2; nitrilotriacetate monooxygenase component A 2	NULL	NULL	NULL	NULL
gene_id_6998857	bot:CIT37_17300	NULL	NULL	NULL	FMN-dependent monooxygenase	NULL	NULL	NULL	NULL
gene_id_284365	maq:Maqu_0439	NULL	NULL	NULL	Rubredoxin-type Fe(Cys)4 protein	NULL	NULL	NULL	NULL
gene_id_7220946	osg:BST96_16065	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_9054837	cap:CLDAP_37650	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_404500	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_1953945	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_3014404	pser:ABRG53_c067	NULL	NULL	NULL	monooxygenase-like protein	NULL	NULL	NULL	NULL
gene_id_6344490	aym:YM304_07180	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6071490	ack:C380_10260	NULL	NULL	NULL	xenobiotic (desulfurization)monooxygenase subunit A, NtaA/SnaA/SoxA/DszA family protein	NULL	NULL	NULL	NULL
gene_id_8326207	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_9577898	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_9537452	palc:A0T30_07630	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_6182787	rbm:TEF_18845	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7582066	rhz:RHPLAN_59700	NULL	NULL	NULL	xenobiotic compound DszA family monooxygenase	NULL	NULL	NULL	NULL
gene_id_281424	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5910176	tol:TOL_2658	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_7803430	buo:BRPE64_CCDS02040	NULL	NULL	NULL	Blr7582 protein	NULL	NULL	NULL	NULL
gene_id_4184404	ndk:I601_2893	NULL	NULL	NULL	fgd; F420-dependent glucose-6-phosphate dehydrogenase	NULL	NULL	NULL	NULL
gene_id_2831513	rhz:RHPLAN_23770	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_6408779	bic:LMTR13_33670	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_2195496	rhz:RHPLAN_08730	NULL	NULL	NULL	xenobiotic compound monooxygenase A subunit	NULL	NULL	NULL	NULL
gene_id_18150	mtem:GCE86_18305	NULL	NULL	NULL	TIGR03560 family F420-dependent LLM class oxidoreductase	NULL	NULL	NULL	NULL
gene_id_7854848	brs:S23_62050	NULL	NULL	NULL	nitrilotriacetate monooxygenase component A	NULL	NULL	NULL	NULL
gene_id_668479	calo:Cal7507_0668	NULL	NULL	NULL	dibenzothiophene-5,5-dioxide monooxygenase	NULL	NULL	NULL	NULL
gene_id_4267662	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_336861	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_4969075	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_2128492	tol:TOL_2658	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_2409088	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_3765641	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_6342683	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_6128104	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_6900190	rhb:NY08_2960	NULL	NULL	NULL	Rubredoxin	NULL	NULL	NULL	NULL
gene_id_2102398	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_7671610	erz:ER308_13655	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_2693458	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_9091836	rbm:TEF_04080	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_8048719	bsol:FSW04_13145	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_355189	osg:BST96_16065	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7047310	gbi:PG2T_07490	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_964850	rbm:TEF_04720	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1371210	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_856832	kbs:EPA93_05935	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_4166027	buo:BRPE64_CCDS02040	NULL	NULL	NULL	Blr7582 protein	NULL	NULL	NULL	NULL
gene_id_1094742	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_8343770	rxy:Rxyl_0369	NULL	NULL	NULL	luciferase-like protein	NULL	NULL	NULL	NULL
gene_id_1053660	cza:CYCME_0540	NULL	NULL	NULL	Xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_2455943	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5281124	aym:YM304_06870	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_9404630	rop:ROP_50150	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_7775986	tro:trd_1574	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_1697663	paes:SCV20265_5041	NULL	NULL	NULL	Alkane-1 monooxygenase	NULL	NULL	NULL	NULL
gene_id_321274	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_910153	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_5953081	swi:Swit_2098	NULL	NULL	NULL	luciferase family protein	NULL	NULL	NULL	NULL
gene_id_5185265	tet:TTHERM_00444260	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_1777370	rha:RHA1_ro02615	NULL	NULL	NULL	probable dibenzothiophene desulfurization enzyme	NULL	NULL	NULL	NULL
gene_id_6343403	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_4997409	rhz:RHPLAN_59700	NULL	NULL	NULL	xenobiotic compound DszA family monooxygenase	NULL	NULL	NULL	NULL
gene_id_6237389	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_2465931	svt:SVTN_27890	NULL	NULL	NULL	F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3751704	rca:Rcas_2560	NULL	NULL	NULL	luciferase family protein	NULL	NULL	NULL	NULL
gene_id_2218946	bro:BRAD285_4284	NULL	NULL	NULL	ntaA; nitrilotriacetate monooxygenase component A (NTA monooxygenase component A) (NTA-MO A)	NULL	NULL	NULL	NULL
gene_id_2054298	rbm:TEF_12905	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1157593	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_487469	paes:SCV20265_5041	NULL	NULL	NULL	Alkane-1 monooxygenase	NULL	NULL	NULL	NULL
gene_id_8974274	bph:Bphy_3188	NULL	NULL	NULL	xenobiotic compound monooxygenase, DszA family, A subunit	NULL	NULL	NULL	NULL
gene_id_3617727	acip:CBP36_11230	NULL	NULL	NULL	nitrilotriacetate monooxygenase	NULL	NULL	NULL	NULL
gene_id_9275261	aym:YM304_06870	NULL	NULL	NULL	putative oxidoreductase	NULL	NULL	NULL	NULL
gene_id_1518338	cyq:Q91_2049	NULL	NULL	NULL	Xylene monooxygenase subunit 1	NULL	NULL	NULL	NULL
gene_id_2888539	mex:Mext_3116	NULL	NULL	NULL	Nrd protein	NULL	NULL	NULL	NULL
gene_id_2359171	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1384415	kak:Kalk_12730	NULL	NULL	NULL	alkane 1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_5934987	scl:sce8959	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_7441083	hdn:Hden_0732	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_2638658	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_8867642	pstg:E8M01_27450	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6425351	pstg:E8M01_17740	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_136966	fri:FraEuI1c_0833	NULL	NULL	NULL	putative F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_441863	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_1407057	rbm:TEF_02495	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_6306042	bui:AX768_23720	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7079438	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_3933943	brk:CWS35_00560	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_6761955	scl:sce8959	NULL	NULL	NULL	putative monooxygenase	NULL	NULL	NULL	NULL
gene_id_2777331	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_8214032	rhz:RHPLAN_59700	NULL	NULL	NULL	xenobiotic compound DszA family monooxygenase	NULL	NULL	NULL	NULL
gene_id_7940735	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_4246178	rbm:TEF_06305	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_1362068	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_9390169	sti:Sthe_3115	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_9398827	osg:BST96_16065	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7714418	hmc:HYPMC_3544	NULL	NULL	NULL	Luciferase-like, subgroup	NULL	NULL	NULL	NULL
gene_id_5369401	rbm:TEF_18845	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_857054	pstg:E8M01_27450	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3060015	rhz:RHPLAN_33910	NULL	NULL	NULL	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	NULL	NULL	NULL	NULL
gene_id_499164	seds:AAY24_08730	NULL	NULL	NULL	fatty acid desaturase	NULL	NULL	NULL	NULL
gene_id_8642333	ehx:EMIHUDRAFT_438862	NULL	NULL	NULL	alkane-1-monooxygenase	NULL	NULL	NULL	NULL
gene_id_628349	rdi:CMV14_07535	NULL	NULL	NULL	FMN-dependent monooxygenase	NULL	NULL	NULL	NULL
gene_id_4762715	rhz:RHPLAN_54080	NULL	NULL	NULL	nitrilotriacetate monooxygenase	NULL	NULL	NULL	NULL
gene_id_385342	rbm:TEF_14790	NULL	NULL	NULL	hypothetical protein	NULL	NULL	NULL	NULL
gene_id_9124222	palc:A0T30_07630	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_2946343	sbh:SBI_03027	NULL	NULL	NULL	F420-dependent N5 N10-methylene tetrahydromethanopterin reductase	NULL	NULL	NULL	NULL
gene_id_479391	ome:OLMES_3727	NULL	NULL	NULL	rubredoxin	NULL	NULL	NULL	NULL
gene_id_5006882	mpq:ABA45_17515	NULL	NULL	NULL	monooxygenase	NULL	NULL	NULL	NULL
gene_id_7281533	ttr:Tter_0396	NULL	NULL	NULL	Luciferase-like monooxygenase	NULL	NULL	NULL	NULL
gene_id_6196258	erz:ER308_13725	NULL	NULL	NULL	LLM class flavin-dependent oxidoreductase	NULL	NULL	NULL	NULL
gene_id_3917901	sve:SVEN_5444	NULL	NULL	NULL	F420-dependent dehydrogenase	NULL	NULL	NULL	NULL
gene_id_1946909	cyq:Q91_1900	NULL	NULL	NULL	xylene monooxygenase hydroxylase subunit	NULL	NULL	NULL	NULL
gene_id_2583870	hadh:FRZ61_02930	NULL	NULL	NULL	nrd; Nrd protein	NULL	NULL	NULL	NULL
gene_id_5491492	kbs:EPA93_23345	NULL	NULL	NULL	LLM class F420-dependent oxidoreductase	NULL	NULL	NULL	NULL
